city,year,land_type,aqi,green_cover_percent,water_quality_index,flood_risk_score,dist_expressway_km,dist_metro_railway_km,near_industrial_zone,avg_price_per_sqft
Ghaziabad,2025,Residential,204,2.4,41.2,0.19,0.5,0.5,1,4381.07
Ghaziabad,2017,Agricultural,251,2.5,43.7,0.43,5.6,0.5,1,496.43
Ghaziabad,2021,Commercial,267,2.8,55.2,0.27,20.2,16.7,1,4493.77
Modinagar,2019,Mixed-use,169,7.2,45.7,0.75,3.0,16.5,1,1890.38
Meerut,2023,Agricultural,169,8.2,45.6,0.42,0.5,0.5,1,446.58
Muradnagar,2018,Mixed-use,94,11.6,64.4,0.47,12.8,21.6,0,2121.47
Meerut,2022,Agricultural,195,6.7,46.6,0.3,8.7,4.9,1,451.55
Hapur,2017,Commercial,149,7.3,50.5,0.43,14.9,17.9,1,1725.1
Meerut,2025,Residential,235,9.1,57.3,0.18,10.2,8.6,0,2947.79
Khekra,2022,Commercial,157,15.2,62.4,0.56,18.5,28.1,0,2543.77
Baghpat,2021,Residential,107,25.3,62.7,0.73,19.5,33.6,1,1503.48
Hapur,2020,Agricultural,177,12.3,63.1,0.47,15.6,26.2,0,326.25
Khekra,2022,Agricultural,172,17.7,78.5,0.44,20.6,22.1,1,280.13
Mawana,2015,Mixed-use,104,21.6,66.2,0.74,38.5,28.3,0,1211.47
Sardhana,2016,Residential,96,25.0,85.8,0.32,32.9,32.1,0,1280.64
Mawana,2021,Residential,89,23.4,52.6,0.58,43.4,29.7,0,1255.23
Meerut,2019,Agricultural,177,13.0,63.6,0.42,2.3,22.0,1,419.1
Mawana,2020,Commercial,97,26.0,57.3,0.56,35.3,39.8,0,2242.44
Ghaziabad,2025,Residential,235,10.1,56.1,0.4,0.5,1.4,1,4219.13
Khekra,2017,Commercial,118,22.1,60.9,0.73,14.4,34.4,1,1751.85
Hapur,2021,Mixed-use,188,9.7,42.7,0.56,14.2,12.9,0,1893.57
Hapur,2023,Commercial,150,13.2,58.5,0.23,5.5,27.8,0,3369.22
Sardhana,2022,Residential,132,14.0,72.3,0.08,25.4,20.7,1,1304.3
Khekra,2023,Residential,144,20.4,69.7,0.73,15.0,35.2,0,1685.79
Meerut,2022,Commercial,151,2.1,67.0,0.37,5.4,1.2,1,4065.41
Baghpat,2022,Agricultural,173,22.9,73.9,0.76,0.5,54.3,1,268.68
Sardhana,2023,Residential,113,23.8,67.8,0.52,35.5,40.3,1,1513.65
Meerut,2022,Commercial,167,15.7,47.6,0.33,12.4,15.3,0,4585.09
Mawana,2018,Commercial,162,26.3,57.1,0.67,26.3,39.2,0,1633.7
Ghaziabad,2019,Mixed-use,242,7.5,45.7,0.19,7.0,17.8,1,3357.51
Hapur,2018,Mixed-use,194,10.6,58.1,0.39,10.9,30.0,1,1482.78
Muradnagar,2017,Residential,192,13.8,68.6,0.43,14.4,29.4,1,1254.76
Ghaziabad,2022,Mixed-use,220,2.2,49.2,0.33,2.0,4.7,0,4605.89
Muradnagar,2022,Residential,203,18.4,51.9,0.23,0.5,13.3,0,2061.1
Muradnagar,2021,Mixed-use,162,16.6,54.7,0.36,2.8,17.3,0,2438.27
Modinagar,2016,Agricultural,183,5.6,53.6,0.54,20.2,0.5,1,241.51
Pilkhuwa,2023,Commercial,160,22.5,65.7,0.43,13.6,28.1,0,3351.52
Khekra,2017,Residential,140,23.9,63.0,0.59,18.0,44.0,1,1088.33
Sardhana,2017,Commercial,80,19.0,64.4,0.24,23.2,44.0,1,1760.62
Modinagar,2017,Agricultural,182,7.7,45.4,0.25,13.6,11.0,1,291.99
Meerut,2025,Agricultural,202,10.6,41.4,0.26,9.5,0.5,1,488.27
Modinagar,2020,Commercial,168,11.7,60.2,0.44,9.1,4.2,0,3238.04
Khekra,2018,Commercial,180,22.9,58.4,0.69,23.4,18.9,0,1995.64
Sardhana,2020,Mixed-use,214,19.1,74.2,0.29,23.7,47.8,0,1568.06
Pilkhuwa,2018,Mixed-use,168,15.2,71.0,0.09,17.1,18.5,0,1950.65
Mawana,2016,Agricultural,127,26.0,61.6,0.57,28.6,40.5,0,214.77
Baghpat,2021,Mixed-use,165,13.0,54.9,0.67,33.0,32.7,0,1807.24
Sardhana,2021,Commercial,172,16.3,66.6,0.37,24.1,47.5,0,2254.33
Pilkhuwa,2016,Commercial,163,14.2,53.5,0.54,12.5,29.0,0,1904.58
Meerut,2018,Commercial,146,10.3,43.0,0.24,15.3,11.2,1,3053.7
Sardhana,2019,Residential,124,15.7,69.6,0.31,17.7,39.5,1,1132.7
Khekra,2024,Mixed-use,117,16.2,63.0,0.61,26.6,42.0,0,2300.7
Modinagar,2017,Commercial,189,18.3,51.7,0.25,2.4,20.9,1,2341.85
Khekra,2024,Agricultural,170,21.5,61.7,0.47,17.1,34.5,0,326.02
Modinagar,2019,Residential,195,14.9,49.5,0.22,1.5,13.9,1,1792.92
Pilkhuwa,2016,Residential,134,11.7,61.5,0.52,20.9,22.6,0,1315.23
Hapur,2022,Mixed-use,184,4.3,63.6,0.37,4.7,14.9,1,1892.64
Baghpat,2017,Residential,88,21.5,67.9,0.78,23.8,34.8,1,1028.46
Sardhana,2018,Commercial,207,23.7,64.7,0.67,23.6,27.7,0,1756.41
Mawana,2020,Agricultural,135,17.3,60.1,0.63,38.9,45.2,0,235.18
Pilkhuwa,2022,Residential,194,8.2,54.0,0.58,19.9,17.6,1,1390.59
Muradnagar,2018,Residential,191,12.1,64.2,0.19,15.4,5.1,1,1415.32
Ghaziabad,2025,Residential,213,12.4,18.9,0.19,4.6,6.9,1,4132.55
Muradnagar,2016,Agricultural,148,7.1,57.2,0.73,8.9,15.3,0,272.42
Khekra,2016,Residential,113,20.7,58.8,0.7,12.6,23.1,0,1163.46
Muradnagar,2022,Agricultural,150,4.6,60.3,0.27,3.3,10.4,1,332.4
Pilkhuwa,2023,Residential,153,8.7,53.0,0.29,16.6,11.8,0,1934.42
Muradnagar,2024,Agricultural,120,15.3,58.1,0.33,4.3,20.7,0,451.91
Ghaziabad,2025,Residential,224,10.7,57.0,0.23,1.0,0.5,0,4564.87
Khekra,2020,Agricultural,152,12.3,78.0,0.42,25.0,39.8,0,272.79
Ghaziabad,2019,Commercial,260,1.2,32.0,0.41,4.3,14.3,1,3643.09
Modinagar,2025,Agricultural,191,15.0,33.8,0.27,4.9,11.3,0,453.9
Baghpat,2020,Mixed-use,112,21.6,71.5,0.67,14.7,33.9,0,1890.43
Meerut,2022,Mixed-use,215,5.0,60.3,0.31,1.1,11.1,0,3130.33
Baghpat,2016,Residential,152,16.4,60.1,0.64,23.2,36.7,0,1085.1
Mawana,2023,Residential,142,24.3,64.1,0.74,38.9,51.9,0,1503.99
Hapur,2018,Commercial,192,5.9,52.9,0.26,18.9,14.5,0,2196.63
Baghpat,2017,Mixed-use,190,21.8,71.7,0.74,26.1,35.2,0,1451.68
Muradnagar,2018,Residential,190,4.5,62.1,0.29,15.3,10.3,0,1463.12
Pilkhuwa,2015,Commercial,121,9.4,60.9,0.33,19.0,29.6,0,2090.56
Mawana,2021,Mixed-use,110,25.9,61.6,0.62,30.0,56.7,1,1565.98
Pilkhuwa,2019,Agricultural,169,16.4,47.7,0.29,0.5,36.4,0,310.27
Meerut,2019,Agricultural,181,8.8,46.9,0.22,2.8,0.5,0,436.41
Hapur,2022,Commercial,207,13.5,49.5,0.4,20.4,25.4,1,2502.82
Sardhana,2016,Commercial,102,21.3,69.3,0.26,36.7,55.3,0,2026.01
Muradnagar,2023,Commercial,109,18.0,57.1,0.05,6.3,18.8,1,3708.97
Baghpat,2015,Agricultural,119,17.4,65.6,0.76,24.6,52.1,1,203.03
Khekra,2015,Commercial,181,18.9,67.6,0.62,15.9,41.0,1,1445.7
Pilkhuwa,2023,Residential,115,10.0,58.0,0.63,13.8,18.7,1,1632.66
Muradnagar,2015,Mixed-use,171,15.9,54.9,0.29,17.5,15.7,1,1375.62
Pilkhuwa,2025,Mixed-use,198,19.4,62.7,0.31,1.7,23.9,0,3002.71
Hapur,2020,Residential,206,5.4,59.2,0.25,11.0,21.3,0,1508.71
Khekra,2019,Residential,165,14.1,61.5,0.4,31.2,34.1,0,1282.94
Ghaziabad,2024,Agricultural,205,4.1,34.5,0.4,5.7,3.3,0,730.85
Pilkhuwa,2024,Mixed-use,188,7.6,54.7,0.28,20.5,31.3,1,2174.44
Muradnagar,2022,Commercial,194,11.4,50.8,0.38,24.5,12.8,1,2613.52
Sardhana,2019,Commercial,128,19.8,65.9,0.6,23.3,40.7,1,1828.78
Hapur,2018,Agricultural,137,15.5,59.0,0.55,14.1,32.6,0,329.65
Ghaziabad,2022,Residential,182,6.5,46.6,0.44,0.5,0.5,0,3921.23
Sardhana,2020,Mixed-use,132,31.2,70.7,0.82,22.9,35.0,0,1820.09
Pilkhuwa,2019,Agricultural,140,16.0,69.3,0.36,13.2,23.9,0,333.87
Ghaziabad,2022,Commercial,237,5.2,56.0,0.39,11.2,3.2,1,4933.61
Muradnagar,2020,Commercial,183,9.4,50.0,0.29,31.9,27.8,0,2772.28
Modinagar,2017,Mixed-use,157,14.5,62.8,0.39,0.5,23.5,0,2115.71
Mawana,2016,Commercial,141,29.2,67.3,0.55,34.9,45.0,0,1694.89
Muradnagar,2017,Agricultural,135,10.8,52.7,0.19,12.2,8.2,1,303.01
Sardhana,2018,Residential,146,20.1,70.4,0.47,30.7,42.7,1,1037.71
Hapur,2020,Commercial,210,16.9,51.5,0.45,21.7,13.7,0,2293.8
Pilkhuwa,2015,Mixed-use,190,7.0,50.2,0.47,17.0,22.5,0,1321.82
Muradnagar,2025,Mixed-use,136,12.7,64.6,0.18,0.5,23.0,0,3767.48
Mawana,2021,Commercial,116,23.1,61.5,0.81,19.4,31.6,0,2035.48
Hapur,2023,Residential,130,15.0,60.8,0.32,1.9,11.4,1,1821.59
Sardhana,2023,Residential,97,23.7,67.7,0.37,40.4,49.0,0,1690.07
Pilkhuwa,2019,Mixed-use,203,17.9,59.2,0.47,11.7,27.7,0,1875.87
Hapur,2019,Mixed-use,111,6.0,48.4,0.79,9.8,31.3,0,1633.29
Hapur,2019,Mixed-use,153,19.2,47.1,0.24,8.2,3.4,0,2151.07
Sardhana,2025,Residential,161,23.5,88.4,0.62,30.2,39.5,0,1964.78
Sardhana,2016,Agricultural,126,16.3,58.3,0.41,28.9,31.4,0,227.19
Pilkhuwa,2018,Mixed-use,173,9.8,59.4,0.62,0.5,25.5,0,1701.75
Muradnagar,2015,Residential,148,10.4,70.3,0.34,1.4,21.6,0,1404.51
Sardhana,2023,Commercial,149,16.7,54.6,0.26,22.5,38.0,0,2570.39
Ghaziabad,2024,Agricultural,232,5.6,56.5,0.37,0.5,27.9,1,633.4
Meerut,2016,Commercial,151,10.7,46.5,0.41,11.1,15.5,1,2772.05
Mawana,2025,Commercial,148,25.6,71.2,0.59,27.1,33.5,0,2743.48
Pilkhuwa,2016,Mixed-use,164,18.9,47.0,0.31,0.5,20.0,0,1754.89
Baghpat,2020,Residential,148,15.6,48.5,0.61,25.9,28.7,1,1132.36
Hapur,2025,Residential,186,15.6,56.5,0.51,11.2,16.4,1,1848.64
Meerut,2023,Residential,235,10.0,62.0,0.47,6.1,14.5,1,2311.46
Pilkhuwa,2017,Commercial,154,13.4,73.2,0.17,6.2,35.3,0,2417.55
Pilkhuwa,2024,Residential,185,14.4,61.1,0.28,24.8,18.6,0,2051.87
Khekra,2024,Mixed-use,91,20.2,68.6,0.47,21.8,25.1,1,2124.47
Ghaziabad,2023,Residential,153,1.3,54.0,0.4,0.5,14.5,0,4141.67
Baghpat,2018,Residential,181,24.0,66.4,0.68,18.7,38.6,0,1415.37
Mawana,2015,Agricultural,180,20.0,60.0,0.68,36.8,49.2,0,200
Hapur,2020,Commercial,173,12.6,55.9,0.7,15.2,12.7,0,2407.38
Sardhana,2019,Commercial,192,20.0,55.6,0.39,26.7,29.5,0,1972.34
Ghaziabad,2024,Agricultural,197,11.3,38.6,0.39,0.5,4.4,1,682.35
Meerut,2016,Mixed-use,147,4.8,60.5,0.48,0.5,0.5,1,2190.98
Muradnagar,2022,Agricultural,187,15.2,45.2,0.48,11.8,20.7,1,296.58
Modinagar,2016,Commercial,155,1.0,52.5,0.25,2.3,19.1,1,2186.25
Sardhana,2016,Mixed-use,111,28.3,70.7,0.25,25.0,41.8,0,1708.0
Meerut,2019,Commercial,218,4.2,46.9,0.28,2.1,9.0,0,3236.58
Khekra,2023,Mixed-use,111,18.6,71.5,0.49,19.8,30.5,0,2411.86
Muradnagar,2024,Residential,183,6.6,57.4,0.53,0.5,7.1,1,1772.57
Muradnagar,2018,Commercial,181,5.1,48.7,0.45,6.3,20.6,1,2133.65
Modinagar,2020,Residential,170,6.7,50.2,0.31,7.2,15.9,0,1945.55
Ghaziabad,2017,Agricultural,161,10.7,41.4,0.55,0.5,0.5,0,643.03
Baghpat,2018,Mixed-use,110,23.6,80.4,0.56,20.3,31.2,0,2036.46
Muradnagar,2015,Agricultural,160,14.8,56.3,0.48,10.3,4.5,0,295.18
Muradnagar,2016,Agricultural,167,17.5,58.3,0.48,13.9,26.6,0,291.87
Muradnagar,2019,Mixed-use,157,5.7,49.4,0.26,4.1,32.2,0,2189.76
Modinagar,2025,Residential,188,13.7,50.3,0.09,15.5,14.1,0,2572.83
Baghpat,2020,Residential,142,18.3,42.2,0.79,15.2,33.6,0,1297.86
Mawana,2023,Mixed-use,154,26.0,66.0,0.77,38.2,61.5,0,1841.98
Ghaziabad,2017,Agricultural,184,6.3,39.9,0.36,6.2,0.5,1,509.87
Modinagar,2021,Commercial,137,9.8,56.1,0.13,12.3,20.3,1,3286.6
Meerut,2019,Commercial,188,9.5,60.9,0.3,2.6,15.2,0,3876.5
Baghpat,2016,Mixed-use,187,14.3,51.9,0.51,12.4,29.7,0,1419.25
Baghpat,2018,Commercial,164,14.5,59.2,0.65,15.7,20.6,0,1992.11
Muradnagar,2018,Agricultural,180,9.1,68.6,0.68,18.0,8.3,0,312.59
Sardhana,2022,Agricultural,111,21.0,70.1,0.62,32.4,34.3,0,304.82
Muradnagar,2024,Agricultural,222,6.0,48.0,0.36,0.5,21.0,1,299.64
Modinagar,2017,Residential,213,13.3,49.6,0.55,2.4,17.8,0,1526.56
Mawana,2023,Agricultural,147,20.4,79.6,0.81,26.5,32.3,1,243.09
Ghaziabad,2015,Agricultural,142,8.8,52.4,0.17,11.3,6.0,0,599.87
Ghaziabad,2021,Commercial,178,6.0,59.7,0.33,7.3,4.9,0,6500.81
Meerut,2025,Mixed-use,221,1.0,37.5,0.53,0.5,9.5,1,3062.84
Pilkhuwa,2023,Mixed-use,198,13.9,43.4,0.48,20.4,30.9,1,1881.11
Ghaziabad,2025,Mixed-use,190,1.0,54.0,0.41,10.3,4.1,1,5018.53
Baghpat,2025,Mixed-use,156,22.1,52.9,0.42,18.1,35.8,0,2511.3
Ghaziabad,2021,Residential,170,4.7,51.1,0.38,0.5,7.1,1,3484.11
Modinagar,2017,Agricultural,233,17.9,51.9,0.38,0.5,16.2,1,284.69
Mawana,2021,Agricultural,101,20.1,59.9,0.57,25.6,38.4,0,255.39
Hapur,2020,Commercial,137,6.5,65.4,0.42,16.9,26.6,1,2318.21
Baghpat,2025,Agricultural,166,22.4,66.8,0.58,23.8,54.5,1,281.04
Sardhana,2025,Commercial,171,18.2,61.4,0.4,16.3,53.6,1,2465.59
Muradnagar,2015,Agricultural,122,20.7,54.7,0.24,8.1,30.2,0,348.13
Ghaziabad,2024,Mixed-use,214,1.9,44.0,0.21,5.2,4.0,0,4933.18
Pilkhuwa,2022,Mixed-use,212,13.8,58.8,0.23,4.9,26.4,1,1807.82
Hapur,2022,Agricultural,137,12.4,61.4,0.55,14.2,28.2,0,334.74
Ghaziabad,2016,Commercial,222,12.4,54.1,0.28,4.3,3.9,0,4679.84
Khekra,2022,Commercial,126,19.5,68.9,0.62,16.3,28.9,0,2866.36
Meerut,2023,Residential,177,11.3,58.9,0.44,0.5,9.4,1,2459.2
Khekra,2024,Mixed-use,170,16.5,55.2,0.59,18.3,36.4,0,2057.79
Baghpat,2025,Residential,158,25.0,76.4,0.5,9.7,34.7,0,2246.11
Pilkhuwa,2016,Mixed-use,213,12.7,48.0,0.5,20.0,14.2,0,1497.89
Meerut,2025,Residential,183,10.4,49.0,0.39,1.7,5.6,1,2927.08
Ghaziabad,2016,Agricultural,187,5.8,59.1,0.28,2.0,0.5,1,537.11
Mawana,2015,Mixed-use,149,21.9,67.3,0.82,31.4,47.3,1,1031.27
Mawana,2019,Commercial,69,27.1,69.5,0.5,31.8,41.3,0,2328.07
Baghpat,2023,Commercial,113,15.5,71.8,0.59,19.8,43.7,0,3075.21
Ghaziabad,2015,Mixed-use,207,1.0,50.7,0.26,0.5,1.8,1,2841.4
Khekra,2018,Mixed-use,118,17.1,65.3,0.64,25.1,38.4,0,1712.73
Muradnagar,2019,Agricultural,130,9.7,57.1,0.3,12.7,25.4,0,330.69
Hapur,2022,Commercial,165,15.4,43.8,0.54,8.5,21.8,0,2654.88
Muradnagar,2020,Agricultural,157,13.8,51.1,0.34,9.4,11.1,1,309.25
Hapur,2018,Commercial,178,14.3,57.9,0.24,14.0,25.2,1,2197.6
Muradnagar,2018,Residential,209,9.2,54.7,0.32,6.2,9.9,0,1472.82
Pilkhuwa,2022,Mixed-use,169,9.4,89.5,0.41,19.8,34.9,0,2307.6
Baghpat,2019,Mixed-use,152,20.2,61.8,0.61,27.1,34.0,0,1752.75
Ghaziabad,2021,Agricultural,188,3.6,47.3,0.05,4.0,1.5,1,639.24
Muradnagar,2020,Residential,195,8.8,67.6,0.27,8.4,20.7,0,1699.51
Ghaziabad,2015,Residential,179,9.3,26.7,0.22,0.5,13.2,1,2332.5
Mawana,2022,Mixed-use,112,19.6,66.4,0.74,34.5,50.1,0,1882.98
Meerut,2017,Commercial,131,15.0,57.0,0.24,18.0,3.8,1,3458.53
Baghpat,2017,Residential,140,16.4,64.4,0.55,29.8,45.3,1,1108.07
Baghpat,2022,Agricultural,233,18.6,71.6,0.7,13.5,36.9,1,249.84
Meerut,2018,Commercial,225,14.3,44.9,0.16,15.0,17.5,0,3376.37
Muradnagar,2024,Residential,89,12.4,64.1,0.33,6.5,1.7,0,2468.12
Modinagar,2022,Mixed-use,189,12.7,64.3,0.53,2.8,13.4,1,2417.52
Muradnagar,2019,Commercial,145,5.3,77.7,0.51,0.5,20.4,1,2536.01
Mawana,2022,Residential,114,25.7,59.2,0.73,48.7,56.7,0,1327.38
Khekra,2025,Commercial,141,17.4,60.2,0.6,9.3,30.8,1,2652.06
Sardhana,2017,Mixed-use,112,16.2,52.4,0.61,38.3,57.1,0,1488.83
Khekra,2025,Mixed-use,105,20.3,56.0,0.37,20.3,30.5,0,2812.96
Mawana,2024,Commercial,200,27.0,57.8,0.61,26.5,43.0,0,2471.14
Muradnagar,2016,Residential,201,11.0,72.4,0.26,17.0,12.2,0,1368.1
Hapur,2022,Mixed-use,181,6.0,61.6,0.23,11.5,14.5,1,2020.58
Meerut,2015,Commercial,162,11.3,49.3,0.27,0.5,19.4,0,3134.33
Sardhana,2018,Residential,149,27.7,52.1,0.36,23.4,28.5,0,1250.78
Muradnagar,2019,Mixed-use,179,15.8,62.9,0.22,0.5,25.0,0,2369.9
Pilkhuwa,2018,Agricultural,197,14.0,70.8,0.27,12.5,20.7,0,287.55
Meerut,2025,Residential,150,11.4,54.3,0.32,1.5,9.1,1,3036.71
Modinagar,2018,Agricultural,139,9.1,67.4,0.63,10.5,4.4,1,306.26
Pilkhuwa,2020,Mixed-use,119,18.3,62.5,0.47,20.4,17.0,0,2422.53
Modinagar,2021,Mixed-use,170,5.5,64.5,0.43,15.8,18.7,0,2584.45
Baghpat,2023,Agricultural,94,22.0,72.8,0.68,35.2,37.8,0,338.81
Modinagar,2016,Commercial,123,13.9,56.4,0.34,10.9,29.0,0,2606.34
Sardhana,2017,Commercial,137,19.1,74.4,0.46,36.4,29.0,0,1956.0
Muradnagar,2020,Mixed-use,202,6.0,69.0,0.31,3.1,18.4,1,1948.41
Baghpat,2019,Mixed-use,144,15.6,59.7,0.37,25.6,23.6,1,1490.07
Modinagar,2021,Residential,148,14.5,64.6,0.2,10.2,6.6,1,2116.3
Pilkhuwa,2020,Residential,171,6.0,66.9,0.48,10.7,31.1,1,1276.2
Baghpat,2023,Agricultural,175,23.1,71.1,0.83,20.1,39.5,0,292.46
Sardhana,2023,Mixed-use,170,19.1,68.8,0.33,34.0,35.9,0,1928.87
Meerut,2023,Commercial,196,9.1,56.8,0.27,1.7,5.9,1,4070.46
Sardhana,2018,Residential,107,21.8,67.2,0.39,34.3,33.3,0,1306.03
Ghaziabad,2022,Commercial,218,11.8,45.5,0.1,12.1,0.5,0,6496.32
Meerut,2016,Residential,204,6.6,57.2,0.32,0.5,6.6,0,1869.62
Meerut,2023,Agricultural,159,4.8,66.8,0.44,7.7,17.2,0,535.37
Modinagar,2019,Commercial,159,6.4,55.6,0.45,0.5,9.3,1,2344.15
Baghpat,2025,Commercial,150,20.6,58.0,0.68,13.7,20.3,0,3062.15
Mawana,2016,Mixed-use,153,24.0,65.1,0.52,31.5,33.0,0,1273.4
Baghpat,2025,Commercial,187,24.0,74.3,0.66,15.7,40.5,0,3106.38
Baghpat,2018,Mixed-use,65,24.3,49.3,0.34,25.6,43.3,0,1979.58
Mawana,2018,Commercial,145,23.3,74.3,0.69,39.1,33.2,0,1869.92
Mawana,2016,Agricultural,105,20.9,71.0,0.79,39.0,50.3,0,217.66
Modinagar,2020,Commercial,181,13.4,49.2,0.32,1.8,16.7,1,2780.31
Mawana,2018,Mixed-use,85,31.0,47.0,0.72,25.4,35.4,0,1504.14
Modinagar,2024,Mixed-use,121,14.1,56.2,0.33,11.2,1.0,1,2936.91
Ghaziabad,2019,Commercial,212,3.9,46.5,0.08,0.5,11.7,0,5488.13
Muradnagar,2018,Commercial,162,7.9,62.7,0.23,7.3,16.8,0,2678.11
Meerut,2016,Agricultural,186,5.3,45.1,0.34,0.5,4.3,0,394.79
Ghaziabad,2022,Mixed-use,199,1.0,51.9,0.47,0.5,2.0,1,4221.17
Mawana,2017,Residential,79,20.7,88.1,0.67,39.3,25.2,0,1136.69
Mawana,2015,Agricultural,187,23.1,53.5,0.75,33.3,42.2,0,200
Pilkhuwa,2019,Mixed-use,115,15.5,65.3,0.37,10.1,29.0,0,2199.25
Meerut,2018,Mixed-use,213,9.7,41.4,0.42,4.0,0.5,0,2603.87
Baghpat,2018,Mixed-use,153,22.8,59.4,0.61,15.5,19.5,0,1707.91
Pilkhuwa,2018,Commercial,163,8.2,63.8,0.29,19.2,41.6,0,2154.68
Khekra,2019,Mixed-use,116,18.9,61.5,0.59,24.1,32.1,0,1654.3
Mawana,2025,Mixed-use,142,24.1,71.3,0.56,25.3,40.4,1,1967.2
Ghaziabad,2022,Commercial,202,9.6,55.9,0.24,10.8,3.5,0,6521.42
Modinagar,2025,Agricultural,203,12.1,51.7,0.15,21.3,24.1,1,399.26
Sardhana,2015,Mixed-use,83,10.6,78.8,0.29,30.1,28.8,0,1417.33
Hapur,2021,Mixed-use,153,12.3,54.8,0.48,15.0,28.2,0,1943.38
Mawana,2015,Commercial,182,22.2,95,0.61,33.2,24.5,0,1641.88
Baghpat,2017,Mixed-use,161,26.0,54.0,0.54,20.3,35.3,0,1704.41
Modinagar,2015,Mixed-use,151,10.4,68.4,0.53,5.8,26.9,0,1859.79
Modinagar,2015,Agricultural,176,13.0,57.1,0.16,4.4,2.3,1,278.44
Baghpat,2023,Residential,156,22.8,63.7,0.58,30.0,30.3,0,1689.61
Hapur,2022,Agricultural,156,16.8,57.4,0.22,12.3,40.3,1,335.6
Pilkhuwa,2017,Commercial,182,18.6,52.3,0.46,11.1,21.6,0,2245.55
Mawana,2016,Commercial,84,20.8,49.6,0.9,31.7,48.2,0,1391.72
Hapur,2015,Mixed-use,219,17.2,59.6,0.34,18.6,14.4,0,1568.79
Mawana,2021,Residential,91,18.5,65.6,0.87,43.6,50.8,0,1345.69
Meerut,2020,Residential,151,5.5,58.4,0.26,8.2,5.9,0,2415.92
Hapur,2019,Mixed-use,144,18.9,59.9,0.5,10.5,16.4,1,1793.41
Meerut,2015,Agricultural,169,5.3,38.5,0.53,0.5,0.5,0,361.85
Hapur,2017,Residential,162,20.7,58.9,0.51,10.2,23.2,1,1290.95
Meerut,2016,Commercial,187,5.4,57.4,0.35,3.1,8.1,0,3038.26
Khekra,2024,Commercial,178,19.9,57.4,0.47,28.7,20.8,0,2885.03
Modinagar,2021,Commercial,175,4.6,53.5,0.14,6.6,20.1,0,2974.67
Khekra,2024,Agricultural,108,16.5,52.3,0.32,3.0,17.4,0,349.26
Khekra,2016,Mixed-use,154,16.8,52.7,0.61,27.7,43.5,0,1433.24
Meerut,2015,Agricultural,158,8.9,48.8,0.32,8.0,4.2,1,354.06
Meerut,2018,Agricultural,159,14.3,60.3,0.51,0.5,18.0,1,396.46
Meerut,2023,Commercial,219,9.3,54.4,0.34,8.4,0.5,0,4524.62
Mawana,2024,Mixed-use,133,20.2,72.0,0.78,19.2,43.3,0,1905.18
Muradnagar,2022,Commercial,190,9.3,56.8,0.34,7.8,17.5,0,2980.16
Sardhana,2025,Commercial,87,25.3,65.7,0.4,29.4,39.7,1,2878.37
Ghaziabad,2021,Mixed-use,178,12.3,38.8,0.41,2.2,9.4,0,4710.79
Muradnagar,2020,Mixed-use,165,17.6,52.2,0.5,13.6,18.4,0,2277.75
Modinagar,2022,Residential,203,7.6,54.9,0.44,0.5,5.4,0,2036.61
Khekra,2017,Commercial,162,16.0,37.5,0.64,8.0,15.6,0,1854.72
Khekra,2021,Agricultural,133,27.4,65.0,0.4,30.3,29.5,1,269.6
Baghpat,2016,Commercial,131,17.5,67.8,0.82,23.7,25.5,1,1689.78
Sardhana,2016,Agricultural,167,26.4,72.1,0.55,24.7,54.2,0,227.27
Muradnagar,2020,Mixed-use,186,6.1,57.2,0.5,10.3,15.8,1,1818.65
Mawana,2015,Residential,116,25.4,57.2,0.71,27.0,55.9,0,1024.91
Ghaziabad,2021,Residential,284,9.0,38.8,0.2,19.1,0.5,1,2860.54
Hapur,2017,Mixed-use,214,20.5,67.1,0.38,3.2,35.1,1,1537.07
Meerut,2016,Residential,132,11.2,53.5,0.34,0.5,16.6,0,2206.12
Pilkhuwa,2018,Mixed-use,217,13.4,83.7,0.29,19.5,30.1,0,1994.33
Hapur,2023,Commercial,170,8.8,62.1,0.5,0.5,11.4,1,2777.53
Muradnagar,2024,Mixed-use,125,10.8,62.9,0.43,18.9,21.3,0,2906.36
Ghaziabad,2024,Residential,212,4.9,35.1,0.39,0.5,0.5,1,3725.19
Sardhana,2022,Residential,152,36.8,86.2,0.39,21.2,48.8,0,1817.14
Pilkhuwa,2016,Commercial,227,6.8,46.3,0.42,13.7,3.8,0,1745.57
Mawana,2024,Commercial,146,20.3,66.3,0.64,28.9,49.0,0,2440.6
Hapur,2016,Mixed-use,213,14.2,54.5,0.47,8.0,31.5,0,1524.1
Khekra,2024,Commercial,139,16.7,73.2,0.47,28.6,42.7,0,3155.1
Sardhana,2016,Agricultural,135,18.7,69.6,0.45,24.8,34.1,0,210.41
Sardhana,2019,Mixed-use,194,27.4,83.7,0.22,23.0,31.9,0,1887.16
Pilkhuwa,2019,Mixed-use,200,13.6,51.8,0.4,18.8,22.3,0,1774.64
Ghaziabad,2022,Mixed-use,232,3.6,55.4,0.17,3.2,0.5,1,4183.43
Pilkhuwa,2023,Residential,129,12.1,58.1,0.48,3.8,34.4,1,1612.44
Meerut,2025,Agricultural,190,12.0,41.5,0.41,5.4,6.6,0,578.75
Hapur,2016,Mixed-use,182,13.7,57.1,0.44,15.2,28.1,1,1384.54
